Hospital Name,Address,Website
"WellSpan Gettysburg Hospital","147 Geddes St, Gettysburg, PA 17325","https://www.wellspan.org"
"WellSpan Good Samaritan Hospital","4th & Walnut St, Lebanon, PA 17042","https://www.wellspan.org"
"UPMC Harrisburg","111 S Front St, Harrisburg, PA 17101","https://www.upmc.com"
"UPMC Lititz","1500 Highlands Dr, Lititz, PA 17543","https://www.upmc.com"
"Lebanon VA Medical Center","1700 S Lincoln Ave, Lebanon, PA 17042","https://www.va.gov/lebanon-health-care"
"Lower Bucks Hospital","501 Bath Rd, Bristol, PA 19007","https://www.lowerbuckshospital.com"
"UPMC Altoona","620 Howard Ave, Altoona, PA 16601","https://www.upmc.com"
"Guthrie Robert Packer Hospital","1 Guthrie Sq, Sayre, PA 18840","https://www.guthrie.org"
"Penn Highlands DuBois","100 Hospital Ave, DuBois, PA 15801","https://www.phhealthcare.org"
"West Penn Hospital (AHN)","4800 Friendship Ave, Pittsburgh, PA 15224","https://www.ahn.org"
"UPMC Northwest","100 Fairfield Dr, Seneca, PA 16346","https://www.upmc.com"
"Independence Health System Clarion Hospital","One Hospital Dr, Clarion, PA 16214","https://www.independence.health"
"Penn State Health St. Joseph Medical Center","2500 Bernville Rd, Reading, PA 19605","https://www.pennstatehealth.org"
"Holy Redeemer Hospital","1648 Huntingdon Pike, Meadowbrook, PA 19046","https://www.holyredeemer.com"
"Corporal Michael J. Crescenz VA Medical Center","3800 Woodland Ave, Philadelphia, PA 19104","https://www.va.gov/philadelphia-health-care"
"Penn Medicine Lancaster General Hospital","555 N Duke St, Lancaster, PA 17602","https://www.pennmedicine.org"
"UPMC Memorial","1701 Innovation Dr, York, PA 17408","https://www.upmc.com"
"UPMC St. Margaret","815 Freeport Rd, Pittsburgh, PA 15215","https://www.upmc.com"
"UPMC Passavant","9100 Babcock Blvd, Pittsburgh, PA 15237","https://www.upmc.com"
"Conemaugh Memorial Medical Center","1086 Franklin St, Johnstown, PA 15905","https://www.conemaugh.org"
"Hospital of the University of Pennsylvania","3400 Spruce St, Philadelphia, PA 19104","https://www.pennmedicine.org"
"Chan Soon-Shiong Medical Center at Windber","600 Somerset Ave, Windber, PA 15963","https://www.windbercare.org"
"Meadville Medical Center","751 Liberty St, Meadville, PA 16335","https://www.mmmc.org"
"UPMC Magee-Womens Hospital","300 Halket St, Pittsburgh, PA 15213","https://www.upmc.com"
"Jefferson Health - Northeast (Torresdale)","10800 Knights Rd, Philadelphia, PA 19114","https://www.jeffersonhealth.org"
"Suburban Community Hospital","2701 Dekalb Pike, Norristown, PA 19401","https://www.suburbanhosp.org"
"UPMC Bedford","10455 Lincoln Hwy, Everett, PA 15537","https://www.upmc.com"
"Pottstown Hospital (Tower Health)","1600 E High St, Pottstown, PA 19464","https://www.towerhealth.org"
"Wayne Memorial Hospital","601 Park St, Honesdale, PA 18431","https://www.wmh.org"
"Phoenixville Hospital (Tower Health)","140 Nutt Rd, Phoenixville, PA 19460","https://www.towerhealth.org"
"VA Pittsburgh Healthcare System (University Drive)","University Dr C, Pittsburgh, PA 15240","https://www.va.gov/pittsburgh-health-care"
"Lehigh Valley Hospital - Cedar Crest","1200 S Cedar Crest Blvd, Allentown, PA 18103","https://www.lvhn.org"
"Wilkes-Barre General Hospital","575 N River St, Wilkes-Barre, PA 18764","https://www.commonwealthhealth.net"
"WellSpan Waynesboro Hospital","501 E Main St, Waynesboro, PA 17268","https://www.wellspan.org"
"Bryn Mawr Hospital (Main Line Health)","130 S Bryn Mawr Ave, Bryn Mawr, PA 19010","https://www.mainlinehealth.org"
"Wilkes-Barre VA Medical Center","1111 E End Blvd, Wilkes-Barre, PA 18711","https://www.va.gov/wilkes-barre-health-care"
"Jefferson Einstein Philadelphia Hospital","5501 Old York Rd, Philadelphia, PA 19141","https://www.jeffersonhealth.org"
"Independence Health System Westmoreland Hospital","532 W Pittsburgh St, Greensburg, PA 15601","https://www.independence.health"
"Warren General Hospital","2 Crescent Park W, Warren, PA 16365","https://www.wgh.org"
"Penn Highlands Mon Valley","1163 Country Club Rd, Monongahela, PA 15063","https://www.phhealthcare.org"
"UPMC Greene","350 Bonar Ave, Waynesburg, PA 15370","https://www.upmc.com"
"WellSpan Chambersburg Hospital","112 N 7th St, Chambersburg, PA 17201","https://www.wellspan.org"
"Paoli Hospital (Main Line Health)","255 W Lancaster Ave, Paoli, PA 19301","https://www.mainlinehealth.org"
"Mercy Fitzgerald Hospital","1500 Lansdowne Ave, Darby, PA 19023","https://www.trinityhealthma.org"
"Canonsburg Hospital (AHN)","100 Medical Blvd, Canonsburg, PA 15317","https://www.ahn.org"
"St. Luke's Hospital - Easton Campus","250 S 21st St, Easton, PA 18042","https://www.slhn.org"
"ACMH Hospital","602 E Kittanning St, Kittanning, PA 16201","https://www.acmh.org"
"UPMC Presbyterian","200 Lothrop St, Pittsburgh, PA 15213","https://www.upmc.com"
"Independence Health System Butler Memorial","One Hospital Way, Butler, PA 16001","https://www.independence.health"
"Indiana Regional Medical Center","835 Hospital Rd, Indiana, PA 15701","https://www.irmc.org"
"Thomas Jefferson University Hospital","111 S 11th St, Philadelphia, PA 19107","https://www.jeffersonhealth.org"
"UPMC Horizon - Greenville","110 N Main St, Greenville, PA 16125","https://www.upmc.com"
"Chester County Hospital (Penn Medicine)","701 E Marshall St, West Chester, PA 19380","https://www.pennmedicine.org"
"Crozer-Chester Medical Center","1 Medical Center Blvd, Upland, PA 19013","https://www.crozerhealth.org"
"St. Luke's Miners Campus","360 W Ruddle St, Coaldale, PA 18218","https://www.slhn.org"
"Penn Highlands Connellsville","401 E Murphy Ave, Connellsville, PA 15425","https://www.phhealthcare.org"
"Lehigh Valley Hospital - Hazleton","700 E Broad St, Hazleton, PA 18201","https://www.lvhn.org"
"Lankenau Medical Center (Main Line Health)","100 E Lancaster Ave, Wynnewood, PA 19096","https://www.mainlinehealth.org"
"Millcreek Community Hospital (LECOM)","5515 Peach St, Erie, PA 16509","https://lecomhealth.com/mch"
"Punxsutawney Area Hospital","81 Hillcrest Dr, Punxsutawney, PA 15767","https://www.pah.org"
"Lehigh Valley Hospital - Pocono","206 E Brown St, East Stroudsburg, PA 18301","https://www.lvhn.org"
"Doylestown Hospital","595 W State St, Doylestown, PA 18901","https://www.doylestownhealth.org"
"Nazareth Hospital","2701 Holme Ave, Philadelphia, PA 19152","https://www.trinityhealthma.org"
"Sharon Regional Medical Center","740 E State St, Sharon, PA 16146","https://www.sharonregionalmedical.org"
"Independence Health System Frick Hospital","508 S Church St, Mount Pleasant, PA 15666","https://www.independence.health"
"Independence Health System Latrobe Hospital","121 W Second Ave, Latrobe, PA 15650","https://www.independence.health"
"Riddle Hospital (Main Line Health)","1118 W Baltimore Pike, Media, PA 19063","https://www.mainlinehealth.org"
"Penn Presbyterian Medical Center","51 N 39th St, Philadelphia, PA 19104","https://www.pennmedicine.org"
"WellSpan Ephrata Community Hospital","721 W Main St, Ephrata, PA 17522","https://www.wellspan.org"
"Pennsylvania Hospital (Penn Medicine)","800 Spruce St, Philadelphia, PA 19107","https://www.pennmedicine.org"
"St. Clair Health","1000 Bower Hill Rd, Pittsburgh, PA 15243","https://www.stclair.org"
"Jefferson Abington Hospital","1200 Old York Rd, Abington, PA 19001","https://www.jeffersonhealth.org"
"UPMC Hanover","300 Highland Ave, Hanover, PA 17331","https://www.upmc.com"
"Regional Hospital of Scranton","746 Jefferson Ave, Scranton, PA 18510","https://www.commonwealthhealth.net"
"Penn State Health Milton S. Hershey Medical Center","500 University Dr, Hershey, PA 17033","https://www.pennstatehealth.org"
"St. Mary Medical Center","1201 Langhorne-Newtown Rd, Langhorne, PA 19047","https://www.trinityhealthma.org"
"Jefferson Hospital","565 Coal Valley Rd, Jefferson Hills, PA 15025","https://www.ahn.org"
"AHN Grove City","631 Liberty St Ext, Grove City, PA 16127","https://www.ahn.org"
"Forbes Hospital (AHN)","2570 Haymaker Rd, Monroeville, PA 15146","https://www.ahn.org"
"Mount Nittany Medical Center","1800 E Park Ave, State College, PA 16803","https://www.mountnittany.org"
"Geisinger Wyoming Valley Medical Center","1000 E Mountain Blvd, Wilkes-Barre, PA 18711","https://www.geisinger.org"
"Valley Forge Medical Center","1033 W Germantown Pike, Norristown, PA 19403","https://vfmc.net"
"Eagleville Hospital","100 Eagleville Rd, Eagleville, PA 19403","https://www.eaglevillehospital.org"
"Roxborough Memorial Hospital","5800 Ridge Ave, Philadelphia, PA 19128","https://www.roxboroughmemorial.com"
"Edgewood Surgical Hospital","239 Edgewood Dr, Transfer, PA 16154","https://www.edgewoodsurgical.com"
"Surgical Institute of Reading","2752 Century Blvd, Wyomissing, PA 19610","https://www.sireading.com"
"Rothman Orthopaedic Specialty Hospital","3300 Tillman Dr, Bensalem, PA 19020","https://www.rothmanorthohospital.com"
"Advanced Surgical Hospital","100 Advanced Way, Washington, PA 15301","https://ashospital.net"
"Physicians Care Surgical Hospital","454 Enterprise Dr, Royersford, PA 19468","https://www.physicianscaresurgical.com"
"OSS Orthopaedic Hospital","1855 Powder Mill Rd, York, PA 17402","https://osshealth.com"
"St. Luke's Hospital - Anderson Campus","1872 St Luke's Blvd, Easton, PA 18045","https://www.slhn.org"
"WellSpan Surgery and Rehabilitation Hospital","1701 Innovation Dr, York, PA 17408","https://www.wellspan.org"
"UPMC East","2775 Mosside Blvd, Monroeville, PA 15146","https://www.upmc.com"
"Jefferson Einstein Montgomery Hospital","559 W Germantown Pike, East Norriton, PA 19403","https://www.jeffersonhealth.org"
"St. Luke's Hospital - Monroe Campus","100 St Luke's Ln, Stroudsburg, PA 18360","https://www.slhn.org"
"Wills Eye Hospital","840 Walnut St, Philadelphia, PA 19107","https://www.willseye.org"
"Geisinger St. Luke's Hospital","100 Wellness Way, Orwigsburg, PA 17961","https://www.geisinger.org"
"AHN Neighborhood Hospital - Hempfield","6321 US-30, Greensburg, PA 15601","https://www.ahn.org"
"AHN Wexford Hospital","12351 Perry Hwy, Wexford, PA 15090","https://www.ahn.org"
"St. Luke's Hospital - Carbon Campus","500 St Luke's Dr, Lehighton, PA 18235","https://www.slhn.org"
"Penn State Health Hampden Medical Center","2200 Good Hope Rd, Enola, PA 17025","https://www.pennstatehealth.org"
"Geisinger Medical Center Muncy","255 Route 220 Hwy, Muncy, PA 17756","https://www.geisinger.org"
"Lehigh Valley Hospital - Dickson City","330 Main St, Dickson City, PA 18519","https://www.lvhn.org"
"Penn State Health Lancaster Medical Center","2160 State Rd, Lancaster, PA 17601","https://www.pennstatehealth.org"
"Lehigh Valley Hospital - Macungie","3369 US-222, Macungie, PA 18062","https://www.lvhn.org"
"Geisinger Jersey Shore Hospital","1020 Thompson St, Jersey Shore, PA 17740","https://www.geisinger.org"
"UPMC Muncy","215 E Water St, Muncy, PA 17756","https://www.upmc.com"
"Conemaugh Meyersdale Medical Center","200 Hospital Dr, Meyersdale, PA 15552","https://www.conemaugh.org"
"Fulton County Medical Center","214 Peach Orchard Rd, McConnellsburg, PA 17233","https://www.fcmcpa.org"
"Bucktail Medical Center","1001 Pine St, Renovo, PA 17764","https://www.bucktailmc.org"
"Guthrie Troy Community Hospital","275 Forest St, Troy, PA 16947","https://www.guthrie.org"
"Endless Mountains Health Systems","100 Hospital Dr, Montrose, PA 18801","https://www.endlesscare.org"
"Penn Highlands Tyrone","187 Hospital Dr, Tyrone, PA 16686","https://www.phhealthcare.org"
"Corry Memorial Hospital (LECOM)","965 Mead Ave, Corry, PA 16407","https://lecomhealth.com/corry"
"Barnes-Kasson County Hospital","2872 Turnpike St, Susquehanna, PA 18847","https://www.barnes-kasson.org"
"Penn Highlands Brookville","100 Hospital Rd, Brookville, PA 15825","https://www.phhealthcare.org"
"UPMC Cole","1001 E Second St, Coudersport, PA 16915","https://www.upmc.com"
"Titusville Area Hospital","406 W Oak St, Titusville, PA 16354","https://www.titusvillehospital.org"
"Penn Highlands Elk","763 Johnsonburg Rd, St Marys, PA 15857","https://www.phhealthcare.org"
"UPMC Wellsboro","32 Central Ave, Wellsboro, PA 16901","https://www.upmc.com"
"Conemaugh Miners Medical Center","290 Haida Ave, Hastings, PA 16646","https://www.conemaugh.org"
"UPMC Kane","437 N Fraley St, Kane, PA 16735","https://www.upmc.com"
"UPMC Children's Hospital of Pittsburgh","4401 Penn Ave, Pittsburgh, PA 15224","https://www.chp.edu"
"Children's Hospital of Philadelphia (CHOP)","3401 Civic Center Blvd, Philadelphia, PA 19104","https://www.chop.edu"
"Children's Home of Pittsburgh","5324 Penn Ave, Pittsburgh, PA 15224","https://www.childrenshomepgh.org"
"St. Christopher's Hospital for Children","160 E Erie Ave, Philadelphia, PA 19134","https://www.towerhealth.org/locations/st-christophers-hospital-children"
"Shriners Children's Philadelphia","3551 N Broad St, Philadelphia, PA 19140","https://www.shrinerschildrens.org"
"Norristown State Hospital","1001 Sterigere St, Norristown, PA 19401","https://www.dhs.pa.gov"
"Danville State Hospital","200 State Hospital Dr, Danville, PA 17821","https://www.dhs.pa.gov"
"Friends Hospital","4641 Roosevelt Blvd, Philadelphia, PA 19124","https://friendshospital.com"
"Clarks Summit State Hospital","1451 Hillside Dr, Clarks Summit, PA 18411","https://www.dhs.pa.gov"
"Wernersville State Hospital","160 Main St, Wernersville, PA 19565","https://www.dhs.pa.gov"
"Warren State Hospital","33 Main Dr, North Warren, PA 16365","https://www.dhs.pa.gov"
"WellSpan Philhaven","283 S Butler Rd, Mt Gretna, PA 17064","https://www.wellspanphilhaven.org"
"Belmont Behavioral Hospital","4200 Monument Rd, Philadelphia, PA 19131","https://belmontbehavioral.com"
"Torrance State Hospital","SR 1014, Torrance, PA 15779","https://www.dhs.pa.gov"
"Fairmount Behavioral Health System","561 Fairthorne Ave, Philadelphia, PA 19128","https://fairmountbhs.com"
"Montgomery County Emergency Service (MCES)","50 Beech Dr, Norristown, PA 19403","https://mces.org"
"The Horsham Clinic","722 E Butler Pike, Ambler, PA 19002","https://horshamclinic.com"
"Foundations Behavioral Health","833 E Butler Ave, Doylestown, PA 18901","https://fbh.com"
"The Meadows Psychiatric Center","132 Meadows Dr, Centre Hall, PA 16828","https://themeadows.net"
"Clarion Psychiatric Center","2 Hospital Dr, Clarion, PA 16214","https://clarioncenter.com"
"Brooke Glen Behavioral Hospital","7170 Lafayette Ave, Fort Washington, PA 19034","https://brookeglenhospital.com"
"Roxbury Treatment Center","601 Roxbury Rd, Shippensburg, PA 17257","https://roxburyhospital.com"
"Pennsylvania Psychiatric Institute","2501 N 3rd St, Harrisburg, PA 17110","https://www.ppimhs.org"
"Haven Behavioral Hospital of Eastern Pennsylvania","145 N 6th St, Reading, PA 19601","https://easternpennsylvania.havenbehavioral.com"
"Haven Behavioral Hospital of Philadelphia","3300 Henry Ave, Philadelphia, PA 19129","https://philadelphia.havenbehavioral.com"
"Lancaster Behavioral Health Hospital","33 Hummerstown Rd, Lancaster, PA 17601","https://www.lancasterbehavioral.com"
"Tower Behavioral Health","201 Wellness Way, Reading, PA 19605","https://www.towerbehavioralhealth.com"
"Malvern Behavioral Health","1216 Arch St, Philadelphia, PA 19107","https://malvernbehavioralhealth.com"
"Berwick Hospital Center","701 E 16th St, Berwick, PA 18603","https://www.berwickhospital.com"
"Geisinger Behavioral Health Center Northeast","600 Discovery Dr, Moosic, PA 18507","https://www.geisinger.org"
"Haven Behavioral Hospital of West Chester","400 E Marshall St, West Chester, PA 19380","https://westchester.havenbehavioral.com"
