Hospital Name,Address,Website
"Trios Southridge Hospital","3810 Plaza Way, Kennewick, WA 99338","https://www.trioshealth.org"
"Providence Sacred Heart Medical Center","101 W 8th Ave, Spokane, WA 99204","https://www.providence.org"
"Kadlec Regional Medical Center","888 Swift Blvd, Richland, WA 99352","https://www.kadlec.org"
"Madigan Army Medical Center","9040 Jackson Ave, JBLM, WA 98431","https://madigan.tricare.mil"
"Cascade Valley Hospital","330 S Stillaguamish Ave, Arlington, WA 98223","https://www.skagitvalleyhealth.org"
"Harborview Medical Center","325 9th Ave, Seattle, WA 98104","https://www.uwmedicine.org"
"Olympic Medical Center","939 Caroline St, Port Angeles, WA 98362","https://www.olympicmedical.org"
"Providence Holy Family Hospital","5633 N Lidgerwood St, Spokane, WA 99208","https://www.providence.org"
"MultiCare Good Samaritan Hospital","401 15th Ave SE, Puyallup, WA 98372","https://www.multicare.org"
"EvergreenHealth Monroe","14701 179th Ave SE, Monroe, WA 98272","https://www.evergreenhealth.com"
"UW Medicine Valley Medical Center","400 S 43rd St, Renton, WA 98055","https://www.valleymed.org"
"St. Joseph Medical Center","1717 S J St, Tacoma, WA 98405","https://www.vmfh.org"
"MultiCare Valley Hospital","12606 E Mission Ave, Spokane Valley, WA 99216","https://www.multicare.org"
"Mann-Grandstaff VA Medical Center","4815 N Assembly St, Spokane, WA 99205","https://www.va.gov/spokane-health-care"
"EvergreenHealth Medical Center","12040 NE 128th St, Kirkland, WA 98034","https://www.evergreenhealth.com"
"MultiCare Tacoma General Hospital","315 Martin Luther King Jr Way, Tacoma, WA 98405","https://www.multicare.org"
"MultiCare Capital Medical Center","3900 Capital Mall Dr SW, Olympia, WA 98502","https://www.multicare.org"
"St. Francis Hospital","34515 9th Ave S, Federal Way, WA 98003","https://www.vmfh.org"
"Legacy Salmon Creek Medical Center","2211 NE 139th St, Vancouver, WA 98686","https://www.legacyhealth.org"
"St. Anthony Hospital","11567 Canterwood Blvd, Gig Harbor, WA 98332","https://www.vmfh.org"
"Swedish Issaquah Campus","751 NE Blakely Dr, Issaquah, WA 98029","https://www.swedish.org"
"MultiCare Covington Medical Center","17700 SE 272nd St, Covington, WA 98042","https://www.multicare.org"
"Seattle VA Medical Center","1660 S Columbian Way, Seattle, WA 98108","https://www.va.gov/puget-sound-health-care"
"Garfield County Hospital","66 N 6th St, Pomeroy, WA 99347","https://www.garfieldhospital.org"
"Dayton General Hospital","1012 S 3rd St, Dayton, WA 99328","https://www.columbiacountyhealth.org"
"Willapa Harbor Hospital","800 Alder St, South Bend, WA 98586","https://willapaharborhospital.com"
"Summit Pacific Medical Center","600 E Main St, Elma, WA 98541","https://summitpacificmedicalcenter.org"
"Lincoln Hospital","10 Nicholls St, Davenport, WA 99122","https://lincolnhospital.org"
"Odessa Memorial Healthcare Center","502 E Amende Dr, Odessa, WA 99159","https://www.omhc.org"
"Coulee Medical Center","411 Fortuyn Rd, Grand Coulee, WA 99133","https://cmccares.org"
"Providence St. Joseph's Hospital","500 E Webster Ave, Chewelah, WA 99109","https://www.providence.org"
"Newport Community Hospital","714 W Pine St, Newport, WA 99156","https://newportcommunityhospital.org"
"East Adams Rural Healthcare","903 S Adams St, Ritzville, WA 99169","https://earh.org"
"Prosser Memorial Health","723 Memorial St, Prosser, WA 99350","https://www.prosserhealth.org"
"Cascade Medical","817 Commercial St, Leavenworth, WA 98826","https://cascademedical.org"
"Ocean Beach Hospital","174 1st Ave N, Ilwaco, WA 98624","https://www.oceanbeachhospital.com"
"Skyline Health","211 Skyline Dr, White Salmon, WA 98672","https://myskylinehealth.org"
"Klickitat Valley Health","310 S Roosevelt St, Goldendale, WA 98620","https://www.kvhealth.net"
"Columbia Basin Hospital","200 Nat Washington Way, Ephrata, WA 98823","https://www.columbiabasinhospital.org"
"Othello Community Hospital","350 N 14th Ave, Othello, WA 99344","https://www.othellocommunityhospital.org"
"Arbor Health Morton Hospital","521 Adams Ave, Morton, WA 98356","https://www.myarborhealth.org"
"Quincy Valley Medical Center","908 10th Ave SW, Quincy, WA 98848","https://quincyvalley.org"
"North Valley Hospital","203 S Western Ave, Tonasket, WA 98855","https://nvhospital.org"
"Ferry County Memorial Hospital","36 Klondike Rd, Republic, WA 99166","https://fcmh.org"
"Jefferson Healthcare","834 Sheridan St, Port Townsend, WA 98368","https://jeffersonhealthcare.org"
"Three Rivers Hospital","507 Hospital Way, Brewster, WA 98812","https://threerivershospital.net"
"Forks Community Hospital","530 Bogachiel Way, Forks, WA 98331","https://forkshospital.org"
"Providence Mount Carmel Hospital","982 E Columbia Ave, Colville, WA 99114","https://www.providence.org"
"Whitman Hospital & Medical Center","1200 W Fairview St, Colfax, WA 99111","https://www.whmc.org"
"Mid-Valley Hospital","810 Jasmine St, Omak, WA 98841","https://mvhospital.org"
"PeaceHealth United General Medical Center","2000 Hospital Dr, Sedro-Woolley, WA 98284","https://www.peacehealth.org"
"Astria Sunnyside Hospital","1016 Taiwana Rd, Sunnyside, WA 98944","https://www.astria.health"
"Pullman Regional Hospital","835 SE Bishop Blvd, Pullman, WA 99163","https://www.pullmanregional.org"
"Tri-State Memorial Hospital","1221 Highland Ave, Clarkston, WA 99403","https://www.tristatehospital.org"
"Kittitas Valley Healthcare","603 S Chestnut St, Ellensburg, WA 98926","https://www.kvhealthcare.org"
"Lake Chelan Health","110 S Apple Blossom Dr, Chelan, WA 98816","https://lakechelanhealth.org"
"St. Elizabeth Hospital","1455 Battersby Ave, Enumclaw, WA 98022","https://www.vmfh.org"
"Mason General Hospital","901 Mountain View Dr, Shelton, WA 98584","https://www.masongeneral.com"
"Lourdes Medical Center","520 N 4th Ave, Pasco, WA 99301","https://www.lourdesonline.org"
"Snoqualmie Valley Hospital","9801 Frontier Ave SE, Snoqualmie, WA 98065","https://snoqualmiehospital.org"
"WhidbeyHealth Medical Center","101 N Main St, Coupeville, WA 98239","https://whidbeyhealth.org"
"Peace Island Medical Center","1117 Spring St, Friday Harbor, WA 98250","https://www.peacehealth.org"
"Seattle Children's Hospital","4800 Sand Point Way NE, Seattle, WA 98105","https://www.seattlechildrens.org"
"Mary Bridge Children's Hospital","317 Martin Luther King Jr Way, Tacoma, WA 98405","https://www.marybridge.org"
"Shriners Children's Spokane","911 W 5th Ave, Spokane, WA 99204","https://www.shrinerschildrens.org"
"Fairfax Behavioral Health","10200 NE 132nd St, Kirkland, WA 98034","https://www.fairfaxhospital.com"
"Eastern State Hospital","850 Maple St, Medical Lake, WA 99022","https://dshs.wa.gov"
"Lourdes Counseling Center","1175 Carondelet Dr, Richland, WA 99352","https://www.lourdesonline.org"
"Navos Inpatient Services","2600 SW Holden St, Seattle, WA 98126","https://www.navos.org"
"Smokey Point Behavioral Hospital","3955 156th St NE, Marysville, WA 98271","https://www.smokeypointbehavioralhospital.com"
"Rainier Springs","7125 NE Delfel Rd, Vancouver, WA 98665","https://rainiersprings.com"
"Inland Northwest Behavioral Health","104 W 5th Ave, Spokane, WA 99204","https://inlandnorthwestbehavioral.com"
"South Sound Behavioral Hospital","605 Woodland Square Loop SE, Lacey, WA 98503","https://www.southsoundbehavioralhospital.com"
"Wellfound Behavioral Health Hospital","3402 S J St, Tacoma, WA 98418","https://www.wellfoundhealth.org"
