Hospital Name,Address,Website
"Vanderbilt Wilson County Hospital","1411 W Baddour Pkwy, Lebanon, TN 37087","https://www.vanderbiltwilsoncountyhospital.com"
"TriStar Hendersonville Medical Center","355 New Shackle Island Rd, Hendersonville, TN 37075","https://tristarhealth.com"
"TriStar Southern Hills Medical Center","391 Wallace Rd, Nashville, TN 37211","https://tristarhealth.com"
"Ascension Saint Thomas Stones River","324 Doolittle Rd, Woodbury, TN 37190","https://healthcare.ascension.org"
"Ascension Saint Thomas Hospital for Spinal Surgery","2011 Murphy Ave, Nashville, TN 37203","https://healthcare.ascension.org"
"TriStar StoneCrest Medical Center","200 StoneCrest Blvd, Smyrna, TN 37167","https://tristarhealth.com"
"Saint Francis Hospital - Bartlett","2986 Kate Bond Rd, Bartlett, TN 38133","https://www.saintfrancisbartlett.com"
"TrustPoint Hospital","1001 N Thompson Ln, Murfreesboro, TN 37129","https://www.trustpointhospital.com"
"Haywood County Community Hospital","2545 N Washington Ave, Brownsville, TN 38012","https://haywoodhospital.com"
"TriStar Ashland City Medical Center","313 S Main St, Ashland City, TN 37015","https://tristarhealth.com"
"Wayne Medical Center","103 J V Mangubat Dr, Waynesboro, TN 38485","https://www.waynemedi.org"
"Ascension Saint Thomas Hickman","135 E Swan St, Centerville, TN 37033","https://healthcare.ascension.org"
"Highpoint Health-Trousdale with Ascension Saint Thomas","500 Church St, Hartsville, TN 37074","https://www.highpointhealthsystem.com"
"Ascension Saint Thomas Three Rivers","451 Hwy 13 S, Waverly, TN 37185","https://healthcare.ascension.org"
"Ballad Health Johnson County Community Hospital","1901 S Shady St, Mountain City, TN 37683","https://www.balladhealth.org"
"Macon Community Hospital","501 McMurry Blvd W, Lafayette, TN 37083","https://maconcommunityhospital.com"
"Erlanger Bledsoe Hospital","71 Wheelertown Ave, Pikeville, TN 37367","https://www.erlanger.org"
"Highpoint Health-Riverview with Ascension Saint Thomas","158 Hospital Dr, Carthage, TN 37030","https://www.highpointhealthsystem.com"
"Marshall Medical Center","1080 N Ellington Pkwy, Lewisburg, TN 37091","https://www.mauryregional.com"
"Rhea Medical Center","9400 Rhea County Hwy, Dayton, TN 37321","https://rheamedical.org"
"Ballad Health Hancock County Hospital","1548 Main St, Sneedville, TN 37869","https://www.balladhealth.org"
"Lauderdale Community Hospital","326 Asbury Ave, Ripley, TN 38063","https://lauderdalehospital.com"
"West Tennessee Healthcare Camden Hospital","175 Hospital Dr, Camden, TN 38320","https://www.wth.org"
"West Tennessee Healthcare Bolivar Hospital","650 Nisco Dr, Bolivar, TN 38008","https://www.wth.org"
"Houston County Community Hospital","5001 E Main St, Erin, TN 37061","https://houstoncountyhospital.com"
"Big South Fork Medical Center","18797 Alberta St, Oneida, TN 37841","https://bigsouthforkmedicalcenter.com"
"St. Jude Children's Research Hospital","262 Danny Thomas Pl, Memphis, TN 38105","https://www.stjude.org"
"East Tennessee Children's Hospital","2018 Clinch Ave, Knoxville, TN 37916","https://www.etch.com"
"Memphis Mental Health Institute","95 Main St, Memphis, TN 38103","https://www.tn.gov/behavioral-health"
"Moccasin Bend Mental Health Institute","100 Moccasin Bend Rd, Chattanooga, TN 37405","https://www.tn.gov/behavioral-health"
"RidgeView Psychiatric Hospital","120贵 21 Oak Ridge Turnpike, Oak Ridge, TN 37830","https://www.ridgeview.com"
"Lakeside Behavioral Health System","2911 Brunswick Rd, Memphis, TN 38133","https://lakesidebhs.com"
"Unity Psychiatric Care - Martin","161 Mt Pelia Rd, Martin, TN 38237","https://unitypsych.com"
"Rolling Hills Hospital","2014 Baptist World Center Dr, Franklin, TN 37067","https://rollinghillshospital.com"
"Western Mental Health Institute","11100 Hwy 64 E, Bolivar, TN 38008","https://www.tn.gov/behavioral-health"
"Pathways of Tennessee","238 Summar Dr, Jackson, TN 38301","https://www.wth.org/services/pathways"
"Middle Tennessee Mental Health Institute","221 Stewarts Ferry Pike, Nashville, TN 37214","https://www.tn.gov/behavioral-health"
"Unity Psychiatric Care - Clarksville","930 Professional Park Dr, Clarksville, TN 37040","https://unitypsych.com"
"Unity Psychiatric Care - Columbia","1400 Rosewood Dr, Columbia, TN 38401","https://unitypsych.com"
"Perimeter Behavioral of Jackson","49 Old Hickory Blvd, Jackson, TN 38305","https://perimeterbehavioral.com"
"Unity Psychiatric Care - Memphis","1 Progressive Way, Memphis, TN 38141","https://unitypsych.com"
"Crestwyn Behavioral Health","9485 Crestwyn Hills Dr, Memphis, TN 38125","https://www.crestwynbehavioral.com"
"Erlanger Behavioral Health Hospital","1100 E 3rd St, Chattanooga, TN 37403","https://www.erlangerbehavioralhealth.com"
"Creekside Behavioral Health","1025 Executive Park Blvd, Kingsport, TN 37660","https://creeksidebehavioral.com"
"Pinewood Springs","1001 Carothers Pkwy, Columbia, TN 38401","https://pinewoodsprings.com"
"Ascension Saint Thomas Behavioral Health Hospital","300 20th Ave N, Nashville, TN 37203","https://healthcare.ascension.org"
"Knoxville Center for Behavioral Medicine","2101 Clinch Ave, Knoxville, TN 37916","https://www.knoxvillebehavioralmedicine.com"
"East Tennessee Behavioral Health","100 Tech Center Dr, Knoxville, TN 37932","https://easttennesseebehavioralhealth.com"
"Compass Intervention Center","7900 Lowrance Rd, Memphis, TN 38125","https://compassinterventioncenter.com"
