Hospital Name,Address,Website
"OhioHealth Berger Hospital","600 N Pickaway St, Circleville, OH 43113","https://www.ohiohealth.com"
"Mercy Health - Lorain Hospital","3700 Kolbe Rd, Lorain, OH 44053","https://www.mercy.com"
"Upper Valley Medical Center","3130 N County Rd 25A, Troy, OH 45373","https://www.premierhealth.com"
"Clinton Memorial Hospital","610 W Main St, Wilmington, OH 45177","https://www.cmhregional.com"
"Bethesda North Hospital","10500 Montgomery Rd, Cincinnati, OH 45242","https://www.trihealth.com"
"Cleveland Clinic Main Campus","9500 Euclid Ave, Cleveland, OH 44195","https://my.clevelandclinic.org"
"Salem Regional Medical Center","1995 E State St, Salem, OH 44460","https://www.salemregional.com"
"Madison Health","210 N Main St, London, OH 43140","https://www.madison-health.com"
"Mary Rutan Hospital","205 Palmer Ave, Bellefontaine, OH 43311","https://www.maryrutan.org"
"Southeastern Ohio Regional Medical Center","1341 Clark St, Cambridge, OH 43725","https://www.seormc.org"
"OhioHealth Grady Memorial Hospital","561 W Central Ave, Delaware, OH 43015","https://www.ohiohealth.com"
"Trinity Health System (West)","4000 Johnson Rd, Steubenville, OH 43952","https://www.trinityhealth.com"
"Licking Memorial Hospital","1320 W Main St, Newark, OH 43055","https://www.lmhealth.org"
"Cleveland Clinic Hillcrest Hospital","6780 Mayfield Rd, Mayfield Heights, OH 44124","https://my.clevelandclinic.org"
"Mercy Health - West Hospital","3300 Mercy Health Blvd, Cincinnati, OH 45211","https://www.mercy.com"
"Mercy Health - Clermont Hospital","3000 Hospital Dr, Batavia, OH 45103","https://www.mercy.com"
"Kettering Health Miamisburg (Sycamore)","4000 Miamisburg Centerville Rd, Miamisburg, OH 45342","https://ketteringhealth.org"
"Glenbeigh","2863 State Route 45, Rock Creek, OH 44084","https://www.glenbeigh.com"
"ProMedica Bay Park Hospital","2801 Bay Park Dr, Oregon, OH 43616","https://www.promedica.org"
"Institute for Orthopaedic Surgery","801 Delphos Ave, Lima, OH 45801","https://www.iosortho.com"
"Mount Carmel New Albany","7333 Smith's Mill Rd, New Albany, OH 43054","https://www.mountcarmelhealth.com"
"Mercy Health - Defiance Hospital","1404 E Second St, Defiance, OH 43512","https://www.mercy.com"
"Mercy Health - St. Elizabeth Boardman Hospital","8401 Market St, Boardman, OH 44512","https://www.mercy.com"
"OhioHealth Dublin Methodist Hospital","7500 Hospital Dr, Dublin, OH 43016","https://www.ohiohealth.com"
"Crystal Clinic Orthopaedic Center","3557 Embassy Pkwy, Akron, OH 44333","https://www.crystalclinic.com"
"Surgical Hospital at Southwoods","7630 Southern Blvd, Youngstown, OH 44512","https://www.southwoodshealth.com"
"UC Health West Chester Hospital","7700 University Dr, West Chester, OH 45069","https://www.uchealth.com"
"Ohio Valley Surgical Hospital","100 E Pleasant St, Springfield, OH 45506","https://ovsurgical.com"
"Diley Ridge Medical Center","7911 Diley Rd, Canal Winchester, OH 43110","https://www.dileyridge.com"
"UH Ahuja Medical Center","3999 Richmond Rd, Beachwood, OH 44122","https://www.uhhospitals.org"
"Kettering Health Soin Medical Center","3535 Pentagon Blvd, Beavercreek, OH 45431","https://ketteringhealth.org"
"King's Daughters Medical Center Ohio","2001 Scioto Trail, Portsmouth, OH 45662","https://www.kingsdaughtershealth.com"
"Cleveland Clinic Avon Hospital","33300 Cleveland Clinic Blvd, Avon, OH 44011","https://my.clevelandclinic.org"
"Avita Health System - Ontario","715 Richalnd Mall, Ontario, OH 44906","https://avitahealth.org"
"Beachwood Medical Center","25501 Chagrin Blvd, Beachwood, OH 44122","https://www.beachwoodmedicalcenter.com"
"Kettering Health Troy","600 W Main St, Troy, OH 45373","https://ketteringhealth.org"
"Mercy Health - Kings Mills Hospital","5440 Kings Island Dr, Mason, OH 45040","https://www.mercy.com"
"Mount Carmel Dublin","6700 Post Rd, Dublin, OH 43016","https://www.mountcarmelhealth.com"
"Paulding County Hospital","1035 W Wayne St, Paulding, OH 45879","https://www.pauldingcountyhospital.com"
"Cleveland Clinic Twin City Hospital","819 N First St, Dennison, OH 44621","https://my.clevelandclinic.org"
"Cleveland Clinic Lodi Hospital","225 Elyria St, Lodi, OH 44254","https://my.clevelandclinic.org"
"Adena Greenfield Medical Center","545 S Washington St, Greenfield, OH 45123","https://www.adena.org"
"Mercy Health - Allen Hospital","200 W Lorain St, Oberlin, OH 44074","https://www.mercy.com"
"UH Geneva Medical Center","870 W Main St, Geneva, OH 44041","https://www.uhhospitals.org"
"UH Conneaut Medical Center","158 W Main Rd, Conneaut, OH 44030","https://www.uhhospitals.org"
"Henry County Hospital","1600 E Riverview Ave, Napoleon, OH 43545","https://www.henrycountyhospital.org"
"Mercy Health - Willard Hospital","1100 Neal Rd, Willard, OH 44890","https://www.mercy.com"
"WVU Medicine Harrison Community Hospital","951 E Market St, Cadiz, OH 43907","https://wvumedicine.org/harrison"
"Mercy Health - Urbana Hospital","904 Scioto St, Urbana, OH 43078","https://www.mercy.com"
"OhioHealth Morrow County Hospital","651 W Marion Rd, Mount Gilead, OH 43338","https://www.ohiohealth.com"
"Magruder Hospital","615 Fulton St, Port Clinton, OH 43452","https://www.magruderhospital.com"
"OhioHealth Hardin Memorial Hospital","921 E Franklin St, Kenton, OH 43326","https://www.ohiohealth.com"
"Avita Health System - Bucyrus","629 N Sandusky Ave, Bucyrus, OH 44820","https://avitahealth.org"
"ProMedica Fostoria Community Hospital","401 Van Buren St, Fostoria, OH 44830","https://www.promedica.org"
"Memorial Health System - Selby General","1106 Colegate Dr, Marietta, OH 45750","https://www.mhsystem.org"
"Holzer Medical Center - Jackson","500 Burlington Rd, Jackson, OH 45640","https://www.holzer.org"
"WVU Medicine Barnesville Hospital","639 W Main St, Barnesville, OH 43713","https://wvumedicine.org/barnesville"
"Blanchard Valley Health - Bluffton Hospital","139 Garau St, Bluffton, OH 45817","https://www.bvhealthsystem.org"
"Aultman Orrville Hospital","832 S Main St, Orrville, OH 44667","https://aultman.org"
"OhioHealth Shelby Hospital","199 W Main St, Shelby, OH 44875","https://www.ohiohealth.com"
"Avita Health System - Galion","269 Portland Way S, Galion, OH 44833","https://avitahealth.org"
"Adams County Regional Medical Center","230 Medical Center Dr, Seaman, OH 45679","https://www.acrmc.com"
"CHWC - Montpelier Hospital","909 Snyder Ave, Montpelier, OH 43543","https://www.chwchospital.org"
"ProMedica Defiance Regional Hospital","1206 E Second St, Defiance, OH 43512","https://www.promedica.org"
"Wyandot Memorial Hospital","885 N Sandusky Ave, Upper Sandusky, OH 43351","https://www.wyandotmemorial.org"
"Hocking Valley Community Hospital","601 State Route 664 N, Logan, OH 43138","https://www.hvch.org"
"Adena Fayette Medical Center","1430 Columbus Ave, Washington Court House, OH 43160","https://www.adena.org"
"Highland District Hospital","1275 N High St, Hillsboro, OH 45133","https://www.hdh.org"
"Fulton County Health Center","725 S Shoop Ave, Wauseon, OH 43567","https://www.fultoncountyhealthcenter.org"
"Adena Pike Medical Center","100 Dawn Ln, Waverly, OH 45690","https://www.adena.org"
"Wayne HealthCare","835 Sweitzer St, Greenville, OH 45331","https://www.waynehealthcare.org"
"Cincinnati Children's Hospital","3333 Burnet Ave, Cincinnati, OH 45229","https://www.cincinnatichildrens.org"
"UH Rainbow Babies & Children's","2101 Adelbert Rd, Cleveland, OH 44106","https://www.uhhospitals.org"
"Akron Children's Hospital","214 W Bowery St, Akron, OH 44308","https://www.akronchildrens.org"
"Cleveland Clinic Children's for Rehabilitation","2801 Martin Luther King Jr Dr, Cleveland, OH 44104","https://my.clevelandclinic.org"
"Nationwide Children's Hospital","700 Children's Dr, Columbus, OH 43205","https://www.nationwidechildrens.org"
"Dayton Children's Hospital","1 Children's Plaza, Dayton, OH 45404","https://www.childrensdayton.org"
"Shriners Children's Ohio","1 Children's Plaza, Dayton, OH 45404","https://www.shrinerschildrens.org"
"Nationwide Children's Hospital - Toledo","2142 N Cove Blvd, Toledo, OH 43606","https://www.nationwidechildrens.org"
"Twin Valley Behavioral Healthcare","2200 W Broad St, Columbus, OH 43223","https://mha.ohio.gov"
"Northcoast Behavioral Healthcare","1756 Sagamore Rd, Northfield, OH 44067","https://mha.ohio.gov"
"Northwest Ohio Psychiatric Hospital","930 S Detroit Ave, Toledo, OH 43614","https://mha.ohio.gov"
"Appalachian Behavioral Healthcare","100 Hospital Dr, Athens, OH 45701","https://mha.ohio.gov"
"Windsor Laurelwood","35900 Euclid Ave, Willoughby, OH 44094","https://www.windsorlaurelwood.com"
"Heartland Behavioral Healthcare","3000 Erie St S, Massillon, OH 44646","https://mha.ohio.gov"
"Summit Behavioral Healthcare","1101 Summit Rd, Cincinnati, OH 45237","https://mha.ohio.gov"
"Arrowhead Behavioral Health","1725 Timber Line Rd, Maumee, OH 43537","https://arrowheadbehavioral.com"
"Belmont Pines Hospital","615 Churchill Hubbard Rd, Youngstown, OH 44505","https://belmontpines.com"
"Mental Health Services for Clark and Madison Counties","474 N Yellow Springs St, Springfield, OH 45504","https://mhsclarkmadison.org"
"Ohio Hospital for Psychiatry","3991 E Broad St, Columbus, OH 43213","https://www.ohiohospitalforpsychiatry.com"
"Lindner Center of HOPE","4075 Old Western Row Rd, Mason, OH 45040","https://lindnercenterofhope.org"
"Ridgeview Hospital","17872 State Route 116, Middle Point, OH 45863","https://ridgeviewhospital.net"
"Haven Behavioral Hospital of Dayton","One Elizabeth Place, Dayton, OH 45417","https://dayton.havenbehavioral.com"
"Dublin Springs","7625 Hospital Dr, Dublin, OH 43016","https://dublinsprings.com"
"Access Hospital Dayton","2611 Wayne Ave, Dayton, OH 45420","https://accesshospital.com"
"Beckett Springs","8614 Shepherd Farm Dr, West Chester, OH 45069","https://beckettsprings.com"
"Clear Vista Health & Wellness","3364 Kolbe Rd, Lorain, OH 44053","https://clearvistahospital.com"
"Highland Springs","4399 Richmond Rd, Beachwood, OH 44122","https://highlandspringshospital.com"
"Generations Behavioral Health - Geneva","2250 State Route 534, Geneva, OH 44041","https://www.generationsbehavioralhealth.com"
"Sojourn at Seneca","45 St Lawrence Dr, Tiffin, OH 44883","https://sojournhealthsystem.com"
"Assurance Health Cincinnati","110 Summit Rd, Cincinnati, OH 45237","https://assurancehealthsystem.com"
"BlueRidge Vista Health and Wellness","10250 Alliance Rd, Cincinnati, OH 45242","https://blueridgevistahospital.com"
"SUN Behavioral Columbus","900 Memory Ln, Columbus, OH 43209","https://sunbehavioral.com/columbus"
"Assurance Health Hudson","5000 Hudson Dr, Hudson, OH 44236","https://assurancehealthsystem.com"
"Generations Behavioral Health - Youngstown","196 Colonial Dr, Youngstown, OH 44505","https://www.generationsbehavioralhealth.com"
"River Vista Health and Wellness","1590 Memory Ln, Columbus, OH 43209","https://rivervistahospital.com"
"Mount Carmel Behavioral Health","3901 Rosehill Rd, Columbus, OH 43213","https://www.mountcarmelbehavioralhealth.com"
"Georgetown Behavioral Hospital","435 Wintergreen Way, Georgetown, OH 45121","https://georgetownbehavioral.com"
"Sunrise Vista Health and Wellness","2600 6th St SW, Canton, OH 44710","https://sunrisevistahospital.com"
"Glenwood Behavioral Health Hospital","6200 Spires Dr, Cincinnati, OH 45239","https://www.glenwoodbehavioral.com"
"Assurance Health Toledo","4035 Sylvania Ave, Sylvania, OH 43560","https://assurancehealthsystem.com"
