Hospital Name,Address,Website
"Atrium Health Wake Forest Baptist Medical Center","Medical Center Blvd, Winston-Salem, NC 27157","https://www.wakehealth.edu"
"North Carolina Specialty Hospital","4110 Roxboro St, Durham, NC 27704","https://ncspecialty.com"
"UNC Health Southeastern","300 W 27th St, Lumberton, NC 28358","https://www.unchealthsoutheastern.org"
"Watauga Medical Center","336 Deerfield Rd, Boone, NC 28607","https://apprhs.org"
"Novant Health Presbyterian Medical Center","200 Hawthorne Ln, Charlotte, NC 28204","https://www.novanthealth.org"
"UNC Health Rockingham","117 E Kings Hwy, Eden, NC 27288","https://www.uncrockingham.org"
"UNC Hospitals","101 Manning Dr, Chapel Hill, NC 27514","https://www.unchealth.org"
"Atrium Health Wake Forest Baptist Wilkes","1122 Statesville Rd, North Wilkesboro, NC 28659","https://www.wakehealth.edu"
"Columbus Regional Healthcare System","500 Jefferson St, Whiteville, NC 28472","https://www.crhealthcare.org"
"WakeMed Raleigh Campus","3000 New Bern Ave, Raleigh, NC 27610","https://www.wakemed.org"
"Cone Health Alamance Regional","1240 Huffman Mill Rd, Burlington, NC 27215","https://www.conehealth.com"
"Harnett Health Betsy Johnson Hospital","800 Tilghman Dr, Dunn, NC 28334","https://www.harnetthealth.org"
"UNC Health Blue Ridge","2201 S Sterling St, Morganton, NC 28655","https://www.unchealthblueridge.org"
"Atrium Health Anson","2301 US-74, Wadesboro, NC 28170","https://atriumhealth.org"
"Novant Health Thomasville Medical Center","207 Old Lexington Rd, Thomasville, NC 27360","https://www.novanthealth.org"
"Mission Health McDowell Hospital","430 Rankin Dr, Marion, NC 28752","https://missionhealth.org"
"UNC Health Johnston","509 N Brightleaf Blvd, Smithfield, NC 27577","https://www.johnstonhealth.org"
"Cone Health Moses Cone Hospital","1200 N Elm St, Greensboro, NC 27401","https://www.conehealth.com"
"Atrium Health Wake Forest Baptist Lexington","250 Hospital Dr, Lexington, NC 27292","https://www.wakehealth.edu"
"Hugh Chatham Health","180 Parkwood Dr, Elkin, NC 28621","https://www.hughchatham.org"
"Atrium Health Pineville","10628 Park Rd, Charlotte, NC 28210","https://atriumhealth.org"
"ECU Health Roanoke-Chowan Hospital","500 S Academy St, Ahoskie, NC 27910","https://www.ecuhealth.org"
"ECU Health Edgecombe Hospital","111 Hospital Dr, Tarboro, NC 27886","https://www.ecuhealth.org"
"Sentara Albemarle Medical Center","1144 N Road St, Elizabeth City, NC 27909","https://www.sentara.com"
"Atrium Health Behavioral Health Charlotte","501 Billingsley Rd, Charlotte, NC 28211","https://atriumhealth.org"
"UNC Health Rex","4420 Lake Boone Trail, Raleigh, NC 27607","https://www.rexhealth.com"
"FirstHealth Moore Regional Hospital","155 Memorial Dr, Pinehurst, NC 28374","https://www.firsthealth.org"
"Frye Regional Medical Center","420 N Center St, Hickory, NC 28601","https://www.fryemedctr.com"
"Atrium Health Stanly","301 Yates Rd, Albemarle, NC 28001","https://atriumhealth.org"
"Naval Medical Center Camp Lejeune","100 Brewster Blvd, Camp Lejeune, NC 28547","https://camp-lejeune.tricare.mil"
"ECU Health Duplin Hospital","401 N Main St, Kenansville, NC 28349","https://www.ecuhealth.org"
"Randolph Health","364 White Oak St, Asheboro, NC 27203","https://www.randolphhealth.org"
"Wilson Medical Center","1705 Tarboro St SW, Wilson, NC 27893","https://www.wilsonmedical.com"
"Granville Health System","1010 College St, Oxford, NC 27565","https://www.ghshospital.org"
"Duke Health Lake Norman","Stutts Rd & Hwy 115, Mooresville, NC 28115","https://www.dukehealth.org"
"Durham VA Medical Center","508 Fulton St, Durham, NC 27705","https://www.va.gov/durham-health-care"
"Atrium Health Union","600 Hospital Dr, Monroe, NC 28112","https://atriumhealth.org"
"CarolinaEast Medical Center","2000 Neuse Blvd, New Bern, NC 28560","https://www.carolinaeasthealth.com"
"Maria Parham Health","566 Ruin Creek Rd, Henderson, NC 27536","https://www.mariaparham.com"
"Fayetteville NC VA Medical Center","2300 Ramsey St, Fayetteville, NC 28301","https://www.va.gov/fayetteville-nc-health-care"
"Novant Health New Hanover Regional Medical Center","2131 S 17th St, Wilmington, NC 28401","https://www.novanthealth.org"
"Carteret Health Care","3500 Arendell St, Morehead City, NC 28557","https://www.carterethealth.org"
"Catawba Valley Medical Center","810 Fairgrove Church Rd SE, Hickory, NC 28602","https://www.catawbavalleyhealth.org"
"Atrium Health Lincoln","433 McAlister Rd, Lincolnton, NC 28092","https://atriumhealth.org"
"UNC Health Nash","2460 Curtis Ellis Dr, Rocky Mount, NC 27804","https://www.unchealthnash.org"
"Novant Health Medical Park Hospital","1901 S Hawthorne Rd, Winston-Salem, NC 27103","https://www.novanthealth.org"
"Womack Army Medical Center","2817 Reilly Rd, Fort Liberty, NC 28310","https://womack.tricare.mil"
"ECU Health North Hospital","250 Smith Church Rd, Roanoke Rapids, NC 27870","https://www.ecuhealth.org"
"Duke Regional Hospital","3643 N Roxboro St, Durham, NC 27704","https://www.dukehealth.org"
"Cherokee Indian Hospital","450 Hospital Rd, Cherokee, NC 28719","https://cherokeehospital.org"
"Novant Health Brunswick Medical Center","240 Hospital Dr NE, Bolivia, NC 28422","https://www.novanthealth.org"
"Person Memorial Hospital","615 Ridge Rd, Roxboro, NC 27573","https://www.personhospital.com"
"Atrium Health University City","8800 N Tryon St, Charlotte, NC 28262","https://atriumhealth.org"
"Wilmington Treatment Center","2520 Troy Dr, Wilmington, NC 28401","https://www.wilmingtontreatment.com"
"Novant Health Matthews Medical Center","1500 Matthews-Mint Hill Rd, Matthews, NC 28105","https://www.novanthealth.org"
"WakeMed Cary Hospital","1900 Kildaire Farm Rd, Cary, NC 27518","https://www.wakemed.org"
"W.G. (Bill) Hefner VA Medical Center","1601 Brenner Ave, Salisbury, NC 28144","https://www.va.gov/salisbury-health-care"
"Novant Health Huntersville Medical Center","10030 Gilead Rd, Huntersville, NC 28078","https://www.novanthealth.org"
"Haywood Regional Medical Center","262 Leroy George Dr, Clyde, NC 28721","https://www.myhaywoodregional.com"
"Cape Fear Valley Hoke Hospital","210 Medical Pavilion Dr, Raeford, NC 28376","https://www.capefearvalley.com"
"Novant Health Mint Hill Medical Center","8201 Healthcare Ln, Charlotte, NC 28215","https://www.novanthealth.org"
"Novant Health Ballantyne Medical Center","12325 Sandy Porter Rd, Charlotte, NC 28273","https://www.novanthealth.org"
"Charles George VA Medical Center (Asheville)","1100 Tunnel Rd, Asheville, NC 28805","https://www.va.gov/asheville-health-care"
"FirstHealth Montgomery Memorial Hospital","520 Allen St, Troy, NC 27371","https://www.firsthealth.org"
"ECU Health Bertie Hospital","210 S Saunders St, Windsor, NC 27983","https://www.ecuhealth.org"
"Swain Community Hospital","45 Plateau St, Bryson City, NC 28713","https://www.myswaincommunity.com"
"Pender Memorial Hospital","507 E Fremont St, Burgaw, NC 28425","https://www.pendermemorial.org"
"UNC Health Chatham","475 Progress Blvd, Siler City, NC 27344","https://www.chathamhospital.org"
"Washington Regional Medical Center","1000 Washington St, Plymouth, NC 27962","https://www.washingtonregional.org"
"Cape Fear Valley Bladen County Hospital","501 S Poplar St, Elizabethtown, NC 28337","https://www.capefearvalley.com"
"Highlands Cashiers Hospital","190 Hospital Dr, Highlands, NC 28741","https://missionhealth.org"
"LifeBrite Community Hospital of Stokes","716 S Main St, Danbury, NC 27016","https://lifebritestokes.com"
"ECU Health Chowan Hospital","211 Virginia Rd, Edenton, NC 27932","https://www.ecuhealth.org"
"Transylvania Regional Hospital","260 Hospital Dr, Brevard, NC 28712","https://missionhealth.org"
"Alleghany Health","233 S Main St, Sparta, NC 28675","https://www.wakehealth.edu"
"St. Luke's Hospital","101 Hospital Dr, Columbus, NC 28722","https://www.stlukeshospital.com"
"Cannon Memorial Hospital","434 Hospital Dr, Linville, NC 28646","https://apprhs.org"
"The Outer Banks Hospital","4800 S Croatan Hwy, Nags Head, NC 27959","https://www.theouterbankshospital.com"
"Ashe Memorial Hospital","200 Hospital Ave, Jefferson, NC 28640","https://www.ashememorial.org"
"Angel Medical Center","120 Angel Medical Center Dr, Franklin, NC 28734","https://missionhealth.org"
"Dosher Memorial Hospital","924 N Howe St, Southport, NC 28461","https://www.dosher.org"
"Erlanger Western NC Hospital","3990 US-64, Murphy, NC 28906","https://www.erlanger.org"
"Blue Ridge Regional Hospital","125 Hospital Dr, Spruce Pine, NC 28777","https://missionhealth.org"
"Central Regional Hospital","300 Veazey Rd, Butner, NC 27509","https://www.ncdhhs.gov"
"Old Vineyard Behavioral Health Services","3637 Old Vineyard Rd, Winston-Salem, NC 27104","https://oldvineyardhospital.com"
"Holly Hill Hospital","3019 Falstaff Rd, Raleigh, NC 27610","https://hollyhillhospital.com"
"Brynn Marr Hospital","192 Village Dr, Jacksonville, NC 28546","https://brynnmarr.com"
"Julian F. Keith ADATC","201 Tabernacle Rd, Black Mountain, NC 28711","https://www.ncdhhs.gov"
"Broughton Hospital","1000 S Sterling St, Morganton, NC 28655","https://www.ncdhhs.gov"
"Cherry Hospital","201 Stevens Mill Rd, Goldsboro, NC 27530","https://www.ncdhhs.gov"
"Good Hope Hospital","420 E H St, Erwin, NC 28339","https://www.harnetthealth.org"
"Strategic Behavioral Center-Leland","2050 Enterprise Dr, Leland, NC 28451","https://sbcleland.com"
"Triangle Springs","10901 World Trade Blvd, Raleigh, NC 27617","https://trianglesprings.com"
"Walter B. Jones ADATC","2577 W 5th St, Greenville, NC 27834","https://www.ncdhhs.gov"
"Appalachian Regional Behavioral Health","434 Hospital Dr, Linville, NC 28646","https://apprhs.org"
"Raleigh Oaks Behavioral Health","2000 Wellness Blvd, Garner, NC 27529","https://raleighoakshospital.com"
"Iredell Davis Behavioral Health","191 Davis Oil Rd, Statesville, NC 28677","https://iredelldavisbehavioral.com"
