Hospital Name,Address,Website
"United Memorial Medical Center","127 North St, Batavia, NY 14020","https://www.rochesterregional.org"
"F.F. Thompson Hospital","350 Parrish St, Canandaigua, NY 14424","https://www.thompsonhealth.com"
"Sisters of Charity Hospital","2157 Main St, Buffalo, NY 14214","https://www.chsbuffalo.org"
"Adirondack Medical Center","2233 State Route 86, Saranac Lake, NY 12983","https://www.adirondackhealth.org"
"Lincoln Medical & Mental Health Center","234 E 149th St, Bronx, NY 10451","https://www.nychealthandhospitals.org/lincoln"
"A.O. Fox Memorial Hospital","1 Norton Ave, Oneonta, NY 13820","https://www.bassett.org"
"Montefiore Mount Vernon Hospital","12 N 7th Ave, Mount Vernon, NY 10550","https://www.montefiore.org"
"Arnot Ogden Medical Center","600 Roe Ave, Elmira, NY 14905","https://www.arnothealth.org"
"Columbia Memorial Hospital","71 Prospect Ave, Hudson, NY 12534","https://www.columbiamemorialhealth.org"
"Jones Memorial Hospital","191 N Main St, Wellsville, NY 14895","https://www.urmc.rochester.edu/jones-memorial"
"Albany VA Medical Center","113 Holland Ave, Albany, NY 12208","https://www.va.gov/albany-health-care"
"NY Eye and Ear Infirmary of Mount Sinai","310 E 14th St, New York, NY 10003","https://www.mountsinai.org/nyee"
"NewYork-Presbyterian Hospital/Weill Cornell","525 E 68th St, New York, NY 10065","https://www.nyp.org"
"Kenmore Mercy Hospital","2950 Elmwood Ave, Kenmore, NY 14217","https://www.chsbuffalo.org"
"Olean General Hospital","515 Main St, Olean, NY 14760","https://www.brmc-ogh.org"
"Montefiore Nyack Hospital","160 N Midland Ave, Nyack, NY 10960","https://www.montefiorenyack.org"
"North Shore University Hospital","300 Community Dr, Manhasset, NY 11030","https://nsuh.northwell.edu"
"Peconic Bay Medical Center","1300 Roanoke Ave, Riverhead, NY 11901","https://pbmc.northwell.edu"
"Bertrand Chaffee Hospital","224 E Main St, Springville, NY 14141","https://bertrandchaffee.com"
"Oneida Health Hospital","321 Genesee St, Oneida, NY 13421","https://www.oneidahealth.org"
"Lenox Hill Hospital","100 E 77th St, New York, NY 10075","https://lenoxhill.northwell.edu"
"Bath VA Medical Center","76 Veterans Ave, Bath, NY 14810","https://www.va.gov/finger-lakes-health-care"
"Rochester General Hospital","1425 Portland Ave, Rochester, NY 14621","https://www.rochesterregional.org"
"Garnet Health Medical Center","707 E Main St, Middletown, NY 10940","https://www.garnethealth.org"
"Jacobi Medical Center","1400 Pelham Pkwy S, Bronx, NY 10461","https://www.nychealthandhospitals.org/jacobi"
"Elmhurst Hospital Center","79-01 Broadway, Elmhurst, NY 11373","https://www.nychealthandhospitals.org/elmhurst"
"VA Western NY Healthcare System","3495 Bailey Ave, Buffalo, NY 14215","https://www.va.gov/western-new-york-health-care"
"Bon Secours Community Hospital","160 E Main St, Port Jervis, NY 12771","https://www.bonsecourscommunityhosp.org"
"Bassett Healthcare","1 Atwell Rd, Cooperstown, NY 13326","https://www.bassett.org"
"St. Joseph's Health Hospital","301 Prospect Ave, Syracuse, NY 13203","https://www.sjhsyr.org"
"Long Island Community Hospital","101 Hospital Rd, Patchogue, NY 11772","https://www.licommunityhospital.org"
"St. James Hospital","7329 Seneca Rd N, Hornell, NY 14843","https://www.urmc.rochester.edu/st-james"
"Ellis Hospital","1101 N McClellan St, Schenectady, NY 12308","https://www.ellishospital.org"
"Samaritan Medical Center","830 Washington St, Watertown, NY 13601","https://www.samaritanhealth.com"
"Good Samaritan Hospital","255 Lafayette Ave, Suffern, NY 10901","https://www.goodsamhosp.org"
"VA Hudson Valley Healthcare System","2094 Albany Post Rd, Montrose, NY 10548","https://www.va.gov/hudson-valley-health-care"
"Staten Island University Hospital - North","475 Seaview Ave, Staten Island, NY 10305","https://siuh.northwell.edu"
"Northern Westchester Hospital","400 E Main St, Mount Kisco, NY 10549","https://nwh.northwell.edu"
"Highland Hospital","1000 South Ave, Rochester, NY 14620","https://www.urmc.rochester.edu/highland"
"Westfield Memorial Hospital","189 E Main St, Westfield, NY 14787","https://www.ahn.org/locations/westfield-memorial-hospital"
"Mount Sinai Beth Israel","281 1st Ave, New York, NY 10003","https://www.mountsinai.org"
"James J. Peters VA Medical Center (Bronx)","130 W Kingsbridge Rd, Bronx, NY 10468","https://www.va.gov/bronx-health-care"
"Guthrie Cortland Regional Medical Center","134 Homer Ave, Cortland, NY 13045","https://www.guthrie.org"
"VA NY Harbor Healthcare System - Manhattan","423 E 23rd St, New York, NY 10010","https://www.va.gov/new-york-harbor-health-care"
"Samaritan Hospital","2215 Burdett Ave, Troy, NY 12180","https://www.sphp.com"
"Glen Cove Hospital (Northwell)","101 St Andrews Ln, Glen Cove, NY 11542","https://glencove.northwell.edu"
"St. Francis Hospital & Heart Center","100 Port Washington Blvd, Roslyn, NY 11576","https://www.chsli.org"
"Montefiore New Rochelle Hospital","16 Guion Pl, New Rochelle, NY 10801","https://www.montefiore.org"
"Mather Hospital (Northwell)","75 North Country Rd, Port Jefferson, NY 11777","https://mather.northwell.edu"
"Mount St. Mary's Hospital","5300 Military Rd, Lewiston, NY 14092","https://www.chsbuffalo.org"
"Glens Falls Hospital","100 Park St, Glens Falls, NY 12801","https://www.glensfallshospital.org"
"Flushing Hospital Medical Center","4500 Parsons Blvd, Flushing, NY 11355","https://flushinghospital.org"
"Maimonides Medical Center","4802 10th Ave, Brooklyn, NY 11219","https://maimonidesmed.org"
"Long Island Jewish Medical Center","270-05 76th Ave, New Hyde Park, NY 11040","https://lij.northwell.edu"
"South Brooklyn Health (Ruth Bader Ginsburg)","2601 Ocean Pkwy, Brooklyn, NY 11235","https://www.nychealthandhospitals.org/south-brooklyn-health"
"Canton-Potsdam Hospital","50 Leroy St, Potsdam, NY 13676","https://www.stlawrencehealthsystem.org"
"Mount Sinai South Nassau","1 Healthy Way, Oceanside, NY 11572","https://www.southnassau.org"
"Metropolitan Hospital Center","1901 1st Ave, New York, NY 10029","https://www.nychealthandhospitals.org/metropolitan"
"Northport VA Medical Center","79 Middleville Rd, Northport, NY 11768","https://www.va.gov/northport-health-care"
"Kings County Hospital Center","451 Clarkson Ave, Brooklyn, NY 11203","https://www.nychealthandhospitals.org/kingscounty"
"Crouse Hospital","736 Irving Ave, Syracuse, NY 13210","https://www.crouse.org"
"Bellevue Hospital Center","462 1st Ave, New York, NY 10016","https://www.nychealthandhospitals.org/bellevue"
"St. Anthony Community Hospital","15 Maple Ave, Warwick, NY 10990","https://www.stanthonycommunityhosp.org"
"St. John's Riverside Hospital","967 N Broadway, Yonkers, NY 10701","https://www.riversidehealth.org"
"VA NY Harbor Healthcare System - Brooklyn","800 Poly Pl, Brooklyn, NY 11209","https://www.va.gov/new-york-harbor-health-care"
"NYU Langone Health - Tisch Hospital","550 1st Ave, New York, NY 10016","https://nyulangone.org"
"Rome Health","1500 N James St, Rome, NY 13440","https://www.romehealth.org"
"Oswego Hospital","110 W 6th St, Oswego, NY 13126","https://www.oswegohealth.org"
"Erie County Medical Center (ECMC)","462 Grider St, Buffalo, NY 14215","https://www.ecmc.edu"
"Wyckoff Heights Medical Center","374 Stockholm St, Brooklyn, NY 11237","https://www.wyckoffhospital.org"
"Saratoga Hospital","211 Church St, Saratoga Springs, NY 12866","https://saratogahospital.org"
"HealthAlliance Hospital (Mary's Ave)","105 Mary's Ave, Kingston, NY 12401","https://www.hahv.org"
"Unity Hospital","1555 Long Pond Rd, Rochester, NY 14626","https://www.rochesterregional.org"
"Brooks-TLC Hospital System","529 Central Ave, Dunkirk, NY 14048","https://www.brookshospital.org"
"Queens Hospital Center","82-68 164th St, Jamaica, NY 11432","https://www.nychealthandhospitals.org/queens"
"Brookdale University Hospital","1 Brookdale Plaza, Brooklyn, NY 11212","https://www.onebrooklynhealth.org"
"Westchester Medical Center","100 Woods Rd, Valhalla, NY 10595","https://www.westchestermedicalcenter.org"
"Auburn Community Hospital","17 Lansing St, Auburn, NY 13021","https://www.auburnhospital.org"
"Noyes Memorial Hospital","111 Clara Barton St, Dansville, NY 14437","https://www.urmc.rochester.edu/noyes"
"UPMC Chautauqua","207 Foote Ave, Jamestown, NY 14701","https://www.upmc.com/locations/hospitals/chautauqua"
"Harlem Hospital Center","506 Lenox Ave, New York, NY 10037","https://www.nychealthandhospitals.org/harlem"
"Upstate University Hospital","750 E Adams St, Syracuse, NY 13210","https://www.upstate.edu/hospital"
"St. Charles Hospital","200 Belle Terre Rd, Port Jefferson, NY 11777","https://www.chsli.org"
"Syracuse VA Medical Center","800 Irving Ave, Syracuse, NY 13210","https://www.va.gov/syracuse-health-care"
"CVPH Medical Center","75 Beekman St, Plattsburgh, NY 12901","https://www.cvph.org"
"Mercy Medical Center","1000 N Village Ave, Rockville Centre, NY 11570","https://www.chsli.org"
"Keller Army Community Hospital","900 Washington Rd, West Point, NY 10996","https://keller.tricare.mil"
"Phelps Hospital (Northwell)","701 N Broadway, Sleepy Hollow, NY 10591","https://phelps.northwell.edu"
"Montefiore St. Luke's Cornwall","70 Dubois St, Newburgh, NY 12550","https://www.montefiore.org"
"Clifton Springs Hospital & Clinic","2 official Dr, Clifton Springs, NY 14432","https://www.rochesterregional.org"
"NewYork-Presbyterian Hudson Valley","1980 Crompond Rd, Cortlandt Manor, NY 10567","https://www.nyp.org/hudsonvalley"
"Hospital for Special Surgery (HSS)","535 E 70th St, New York, NY 10021","https://www.hss.edu"
"Putnam Hospital Center","670 Stoneleigh Ave, Carmel, NY 10512","https://www.nuvancehealth.org"
"Nathan Littauer Hospital","99 E State St, Gloversville, NY 12078","https://www.nlh.org"
"Guthrie Corning Hospital","1 Guthrie Dr, Corning, NY 14830","https://www.guthrie.org"
"Mercy Hospital of Buffalo","565 Abbott Rd, Buffalo, NY 14220","https://www.chsbuffalo.org"
"Strong Memorial Hospital","601 Elmwood Ave, Rochester, NY 14642","https://www.urmc.rochester.edu"
"Good Samaritan University Hospital","1000 Montauk Hwy, West Islip, NY 11795","https://www.chsli.org"
"White Plains Hospital","41 E Post Rd, White Plains, NY 10601","https://www.wphospital.org"
"Cayuga Medical Center","101 Dates Dr, Ithaca, NY 14850","https://cayugamed.org"
"Plainview Hospital (Northwell)","888 Old Country Rd, Plainview, NY 11803","https://plainview.northwell.edu"
"St. Joseph Hospital (CHSLI)","4295 Hempstead Tpke, Bethpage, NY 11714","https://www.chsli.org"
"SUNY Downstate University Hospital","450 Clarkson Ave, Brooklyn, NY 11203","https://www.downstate.edu"
"Garnet Health Medical Center - Catskills","68 Harris Bushville Rd, Harris, NY 12742","https://www.garnethealth.org"
"Stony Brook University Hospital","101 Nicolls Rd, Stony Brook, NY 11794","https://www.stonybrookmedicine.edu"
"UHS Binghamton General Hospital","10-42 Mitchell Ave, Binghamton, NY 13903","https://www.uhs.inc"
"St. John's Episcopal Hospital","327 Beach 19th St, Far Rockaway, NY 11691","https://ehs.org"
"Woodhull Medical Center","760 Broadway, Brooklyn, NY 11206","https://www.nychealthandhospitals.org/woodhull"
"St. Barnabas Hospital","4422 3rd Ave, Bronx, NY 10457","https://www.sbhny.org"
"St. Catherine of Siena Hospital","50 Route 25A, Smithtown, NY 11787","https://www.chsli.org"
"Helen Hayes Hospital","51-55 Route 9W, West Haverstraw, NY 10993","https://helenhayeshospital.org"
"Sunnyview Rehabilitation Hospital","1270 Belmont Ave, Schenectady, NY 12308","https://www.sphp.com"
"Unity Specialty Hospital","89 Genesee St, Rochester, NY 14611","https://www.rochesterregional.org"
"Clifton-Fine Hospital","1014 State Route 3, Star Lake, NY 13690","https://www.cliftonfinehospital.org"
"Cuba Memorial Hospital","140 W Main St, Cuba, NY 14727","https://www.cubamemorialhospital.com"
"Elizabethtown Community Hospital","75 Park St, Elizabethtown, NY 12932","https://www.ech.org"
"Garnet Health Catskills - Callicoon","8881 NY-97, Callicoon, NY 12723","https://www.garnethealth.org"
"Margaretville Hospital","42084 NY-28, Margaretville, NY 12455","https://www.hahv.org"
"O'Connor Hospital","460 Andes Rd, Delhi, NY 13753","https://www.bassett.org"
"River Hospital","4 Fuller St, Alexandria Bay, NY 13607","https://www.riverhospital.org"
"Ellenville Regional Hospital","10 Healthy Wy, Ellenville, NY 12428","https://www.ellenvilleregional.org"
"Little Falls Hospital","140 Burwell St, Little Falls, NY 13365","https://www.bassett.org"
"UHS Delaware Valley Hospital","1 Titus Pl, Walton, NY 13856","https://www.uhs.inc"
"Schuyler Hospital","220 Steuben St, Montour Falls, NY 14865","https://www.schuylerhospital.org"
"Soldiers and Sailors Memorial Hospital","418 N Main St, Penn Yan, NY 14527","https://www.flhealth.org"
"Gouverneur Hospital","77 W Barney St, Gouverneur, NY 13642","https://www.stlawrencehealthsystem.org"
"Community Memorial Hospital","150 Broad St, Hamilton, NY 13346","https://communitymemorial.org"
"Lewis County General Hospital","7785 N State St, Lowville, NY 13367","https://www.lcgh.net"
"Medina Memorial Hospital","200 Ohio St, Medina, NY 14103","https://www.orleanscommunityhealth.org"
"Cobleskill Regional Hospital","178 Grandview Dr, Cobleskill, NY 12043","https://www.bassett.org"
"Alice Hyde Medical Center","133 Park St, Malone, NY 12953","https://www.alicehyde.com"
"Massena Hospital","1 Hospital Dr, Massena, NY 13662","https://www.stlawrencehealthsystem.org"
"Wyoming County Community Health System","400 N Main St, Warsaw, NY 14569","https://www.wcchs.net"
"Blythedale Children's Hospital","95 Bradhurst Ave, Valhalla, NY 10595","https://www.blythedale.org"
"Hutchings Psychiatric Center","620 Madison St, Syracuse, NY 13210","https://omh.ny.gov/omhweb/facilities/hupc"
"Four Winds Westchester","800 Cross River Rd, Katonah, NY 10536","https://www.fourwindshospital.com"
"St. Lawrence Psychiatric Center","1 Chimney Point Dr, Ogdensburg, NY 13669","https://omh.ny.gov/omhweb/facilities/slpc"
"Creedmoor Psychiatric Center","79-25 Winchester Blvd, Queens Village, NY 11427","https://omh.ny.gov/omhweb/facilities/crpc"
"New York State Psychiatric Institute","1051 Riverside Dr, New York, NY 10032","https://nyspi.org"
"Greater Binghamton Health Center","425 Robinson St, Binghamton, NY 13904","https://omh.ny.gov/omhweb/facilities/gbhc"
"Pilgrim Psychiatric Center","998 Crooked Hill Rd, West Brentwood, NY 11717","https://omh.ny.gov/omhweb/facilities/pipc"
"Rockland Psychiatric Center","140 Old Orangeburg Rd, Orangeburg, NY 10962","https://omh.ny.gov/omhweb/facilities/rpc"
"Rochester Psychiatric Center","1111 Elmwood Ave, Rochester, NY 14620","https://omh.ny.gov/omhweb/facilities/ropc"
"Mohawk Valley Psychiatric Center","1400 Noyes St, Utica, NY 13502","https://omh.ny.gov/omhweb/facilities/mvpc"
"BryLin Hospital","1263 Delaware Ave, Buffalo, NY 14209","https://www.brylin.com"
"Brunswick Hospital Center","81 Louden Ave, Amityville, NY 11701","http://www.brunswickhospitalcenter.org"
"South Oaks Hospital (Northwell)","400 Sunrise Hwy, Amityville, NY 11701","https://southoaks.northwell.edu"
"South Beach Psychiatric Center","777 Seaview Ave, Staten Island, NY 10305","https://omh.ny.gov/omhweb/facilities/sbpc"
"Elmira Psychiatric Center","100 Washington St, Elmira, NY 14901","https://omh.ny.gov/omhweb/facilities/epc"
"Capital District Psychiatric Center","75 New Scotland Ave, Albany, NY 12208","https://omh.ny.gov/omhweb/facilities/cdpc"
"Gracie Square Hospital","420 E 76th St, New York, NY 10021","https://www.nyp.org/graciesquare"
"Four Winds Saratoga","30 Crescent Ave, Saratoga Springs, NY 12866","https://www.fourwindshospital.com"
"Buffalo Psychiatric Center","400 Forest Ave, Buffalo, NY 14213","https://omh.ny.gov/omhweb/facilities/bpc"
"Bronx Psychiatric Center","1500 Waters Pl, Bronx, NY 10461","https://omh.ny.gov/omhweb/facilities/brpc"
"Manhattan Psychiatric Center","600 E 125th St, New York, NY 10035","https://omh.ny.gov/omhweb/facilities/mapc"
"Kirby Forensic Psychiatric Center","600 E 125th St, New York, NY 10035","https://omh.ny.gov/omhweb/facilities/kfpc"
"Mid-Hudson Forensic Psychiatric Center","2834 Route 17M, New Hampton, NY 10958","https://omh.ny.gov/omhweb/facilities/mhfpc"
"Kingsboro Psychiatric Center","681 Clarkson Ave, Brooklyn, NY 11203","https://omh.ny.gov/omhweb/facilities/kipc"
"Sagamore Children's Psychiatric Center","197 Half Hollow Rd, Dix Hills, NY 11746","https://omh.ny.gov/omhweb/facilities/scpc"
"Western NY Children's Psychiatric Center","1010 East and West Rd, West Seneca, NY 14224","https://omh.ny.gov/omhweb/facilities/wnycpc"
"Rockland Children's Psychiatric Center","2 First Ave, Orangeburg, NY 10962","https://omh.ny.gov/omhweb/facilities/rcpc"
"NYC Children's Center - Queens","74-03 Commonwealth Blvd, Bellerose, NY 11426","https://omh.ny.gov/omhweb/facilities/nyccc"
"Claxton-Hepburn Medical Center","214 King St, Ogdensburg, NY 13669","https://www.claxtonhepburn.org"
