Hospital Name,Address,Website
"Tomah Health","501 Gunder Rd, Tomah, WI 54660","https://www.tomahhealth.org"
"Ripon Medical Center (SSM)","933 Newbury St, Ripon, WI 54971","https://www.ssmhealth.com"
"Grant Regional Health Center","507 S Monroe St, Lancaster, WI 53813","https://www.grantregional.com"
"Marshfield Medical Center - Neillsville","216 Sunset Pl, Neillsville, WI 54456","https://www.marshfieldclinic.org"
"Aspirus Medford Hospital","135 S Gibson St, Medford, WI 54451","https://www.aspirus.org"
"Marshfield Medical Center - Park Falls","160 S Fourth Ave, Park Falls, WI 54552","https://www.marshfieldclinic.org"
"ThedaCare Medical Center - New London","1405 Mill St, New London, WI 54961","https://thedacare.org"
"Waupun Memorial Hospital (SSM)","620 W Brown St, Waupun, WI 53963","https://www.ssmhealth.com"
"Marshfield Medical Center - Ladysmith","1101 Lake Ave W, Ladysmith, WI 54848","https://www.marshfieldclinic.org"
"Essentia Health - St. Mary's Superior","3500 Tower Ave, Superior, WI 54880","https://www.essentiahealth.org"
"Crossing Rivers Health","37868 US-18, Prairie du Chien, WI 53821","https://www.crossingrivers.org"
"Burnett Medical Center","257 W St George Ave, Grantsburg, WI 54840","https://www.burnettmedicalcenter.com"
"Spooner Health","1280 Chandler Dr, Spooner, WI 54801","https://www.spoonerhealth.com"
"Black River Memorial Hospital","711 W Adams St, Black River Falls, WI 54615","https://www.brmh.net"
"ThedaCare Medical Center - Waupaca","800 Riverside Dr, Waupaca, WI 54981","https://thedacare.org"
"Hudson Hospital & Clinic","405 Stageline Rd, Hudson, WI 54016","https://www.healthpartners.com"
"Tamarack Health Hayward Medical Center","11040 N State Rd 77, Hayward, WI 54843","https://tamarackhealth.org"
"St. Croix Health","235 E State St, St Croix Falls, WI 54024","https://www.stcroixhealth.org"
"Prairie Ridge Health (Columbus)","1515 Park Ave, Columbus, WI 53925","https://prairieridge.health"
"Aspirus Merrill Hospital","601 S Center Ave, Merrill, WI 54452","https://www.aspirus.org"
"Mayo Clinic Health System Red Cedar","2321 Stout Rd, Menomonie, WI 54751","https://www.mayoclinichealthsystem.org"
"The Richland Hospital","333 E Second St, Richland Center, WI 53581","https://www.richlandhospital.com"
"Indianhead Medical Center","113 4th Ave, Shell Lake, WI 54871","https://www.imchealth.net"
"Stoughton Health","900 Ridge St, Stoughton, WI 53589","https://stoughtonhealth.com"
"Gundersen Boscobel Area Hospital","205 Parker St, Boscobel, WI 53805","https://www.gundersenhealth.org"
"Westfields Hospital & Clinic","535 Hospital Rd, New Richmond, WI 54017","https://www.healthpartners.com"
"ThedaCare Medical Center - Shawano","100 County Rd B, Shawano, WI 54166","https://thedacare.org"
"Western Wisconsin Health","1100 Bergslien St, Baldwin, WI 54002","https://wwhealth.org"
"Vernon Memorial Healthcare","507 S Main St, Viroqua, WI 54665","https://www.vmh.org"
"River Falls Area Hospital","1629 E Division St, River Falls, WI 54022","https://www.allinahealth.org"
"Aspirus Langlade Hospital","112 E 5th Ave, Antigo, WI 54409","https://www.aspirus.org"
"Reedsburg Area Medical Center","2000 N Dewey Ave, Reedsburg, WI 53959","https://www.ramchealth.com"
"Upland Hills Health","800 Compassion Way, Dodgeville, WI 53533","https://www.uplandhillshealth.org"
"Cumberland Healthcare","1705 16th Ave, Cumberland, WI 54829","https://www.cumberlandhealthcare.com"
"Southwest Health","1400 Eastside Rd, Platteville, WI 53818","https://www.southwesthealth.org"
"ThedaCare Medical Center - Berlin","225 Memorial Dr, Berlin, WI 54923","https://thedacare.org"
"Bellin Health Oconto Hospital","820 Arbutus Ave, Oconto, WI 54153","https://www.bellin.org"
"Mercyhealth Walworth","N3232 County Rd H, Lake Geneva, WI 53147","https://mercyhealthsystem.org"
"Door County Medical Center","323 S 18th Ave, Sturgeon Bay, WI 54235","https://www.dcmedical.org"
"Tamarack Health Ashland Medical Center","1615 Maple Ln, Ashland, WI 54806","https://tamarackhealth.org"
"Children's Wisconsin - Milwaukee","8915 W Connell Ct, Milwaukee, WI 53226","https://childrenswi.org"
"Children's Wisconsin - Fox Valley","130 2nd St, Neenah, WI 54956","https://childrenswi.org"
"Aurora Psychiatric Hospital","1220 Dewey Ct, Wauwatosa, WI 53213","https://www.aurorahealthcare.org"
"Winnebago Mental Health Institute","4100 Treffert Dr, Winnebago, WI 54985","https://www.dhs.wisconsin.gov/winnebago"
"Mendota Mental Health Institute","301 Troy Dr, Madison, WI 53704","https://www.dhs.wisconsin.gov/mendota"
"Brown County Community Treatment Center","3150 Gershwin Dr, Green Bay, WI 54311","https://www.browncountywi.gov"
"North Central Health Care","1100 Lake View Dr, Wausau, WI 54403","https://www.norcen.org"
"Rogers Behavioral Health","34700 Valley Rd, Oconomowoc, WI 53066","https://rogersbh.org"
"Norwood Health Center","1600 N Chestnut Ave, Marshfield, WI 54449","https://www.woodcountywi.gov"
"Fond du Lac County Health Care Center","459 E 1st St, Fond du Lac, WI 54935","https://www.fdlco.wi.gov"
"Waukesha County Mental Health Center","1501 Airport Rd, Waukesha, WI 53188","https://www.waukeshacounty.gov"
"Bellin Psychiatric Center","301 S Minnesota Ave, Green Bay, WI 54301","https://www.bellin.org"
"Willow Creek Behavioral Health","2500 West Mason St, Green Bay, WI 54303","https://www.willowcreekbh.com"
"Miramont Behavioral Health","8021 Terrace Ave, Middleton, WI 53562","https://miramontbehavioral.com"
"Granite Hills Hospital","1706 S 68th St, West Allis, WI 53214","https://granitehillshospital.com"
"Mental Health Emergency Center","1525 N 12th St, Milwaukee, WI 53205","https://mhecmilwaukee.org"
